"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location of death","Information Source",Coordinates,"Migrantion route",URL,"UNSD Geographical Grouping","Source Quality"
2022.MMP00071,2022.MMP00071,Europe,"Wed, 01/26/2022 - 12:00",2022,January,1,,1,,,1,1,"Vehicle accident / death linked to hazardous transport","Train tracks between Salbertrand and Oulx, Val di Susa, Piemonte, Italy","Medici per i diritti humani, La Stampa, La Nazione","45.057168, 6.862633","Italy to France","https://archive.ph/IXlMK, https://archive.ph/rd6AX, https://archive.ph/egXAE","Southern Europe",4
2022.MMP00072,2022.MMP00072,Caribbean,"Sun, 02/06/2022 - 12:00",2022,February,1,,1,19,,1,1,Violence,"Off the south coast of the Amacuro Delta, Trinidad, Trinidad and Tobago in international waters - boat had departed from Delta Amacuro, Venezuela","Trinidad and Tobago Coast Guard, La Jornada, Washington Post","9.984321425, -61.6035751","Venezuela to Caribbean","https://bit.ly/3348fWl, https://bit.ly/34EqORB, https://archive.ph/BD3l0, https://archive.ph/0eIKF, https://archive.ph/zyJkC, https://www.facebook.com/ttcgservicebeforeself/posts/4871745009545983, https://archive.ph/Ob6vh, https://archive.ph/VGoL6, https://archive.ph/4Aprb",Caribbean,5
2022.MMP00073,2022.MMP00073,Mediterranean,"Tue, 02/01/2022 - 12:00",2022,February,2,0,2,7,,,,Drowning,"100M off Plage David, Ben Slimane, Morocco","Alyaoum24, Assahraa, Le Site Info, Anfa Press","33.7984067, -7.22769852","Western Mediterranean","https://archive.vn/pIsRk, https://archive.vn/h66H7, https://archive.vn/ZgBb3, https://archive.vn/rVcGO",Uncategorized,3
2022.MMP00074,2022.MMP00074,"Southern Africa","Mon, 01/31/2022 - 12:00",2022,January,1,,1,,,1,,Violence,"Near Ngwenya border post, South Africa - Eswatini border","Times of Swaziland","-26.211245, 30.990034",,https://archive.ph/lMuFN,"Southern Africa",3
2022.MMP00075,2022.MMP00075,"South America","Sun, 01/30/2022 - 12:00",2022,January,1,,1,,,1,,Drowning,"Embalse Ancoa, Colbún, Maule, Chile","Foco Informativo, Noticias Col","-35.85305014, -71.18333152",,"https://archive.ph/BP1X9, https://archive.ph/1tmnv","South America",3
2022.MMP00076,2022.MMP00076,"North America","Fri, 01/28/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Loop 375 West and Mile Marker 59 (Paisano), Central El Paso, El Paso County, Texas, USA","El Paso Police Department, El Heraldo de Juarez, El Albanaque","31.76460537, -106.4487466","US-Mexico border crossing","https://archive.ph/g2m6h, https://archive.ph/Bsosa, https://archive.ph/Eanuf","Northern America",5
2022.MMP00077,2022.MMP00077,"North America","Tue, 02/01/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Railroad tracks near Uvalde, Uvalde County, Texas, USA","Super Channel 12, K911 Noticias","29.23324883, -99.78876683","US-Mexico border crossing","https://archive.ph/bZCrA, https://archive.ph/1ghgi","Northern America",3
2022.MMP00078,2022.MMP00078,"Western Asia","Sat, 01/08/2022 - 12:00",2022,January,,2,2,,,,,Drowning,"Evros-Meric river at Sarıcaali village, İpsala district, Edirne, Turkey","Saricaali Village Mukhtar via IOM Turkey","40.99209123, 26.35304781","Turkey-Europe land route",,"Western Asia",5
2022.MMP00079,2022.MMP00079,"South-eastern Asia","Fri, 01/28/2022 - 12:00",2022,January,1,,1,8,,1,,Violence,"Bansainoi-Punoy road, Moo6, Lumsoom subdistrict, Saiyoke district, Kanchanaburi province, Thailand","Thairath Online, Matichon Online, Thaipost, Khaosod Online","14.08654531, 99.12858445",,"https://archive.vn/kEGU2, https://archive.ph/uU3Lf, https://archive.vn/PMhY7, https://archive.vn/HA0zJ","South-eastern Asia",3
2022.MMP00080,2022.MMP00080,"Northern Africa","Mon, 02/07/2022 - 12:00",2022,February,,3,3,65,,,,Drowning,"129km south of Gran Canaria, Canary Islands, Spain - boat had departed from Dakhla on 4 February","Radio Televisión Canaria, La Provincia","26.381286, -15.620547","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/6vPJH, https://archive.ph/jkuWn",Uncategorized,3
2022.MMP00081,2022.MMP00081,"North America","Mon, 01/31/2022 - 12:00",2022,January,8,,8,,,,,"Mixed or unknown","Remains recovered around Falfurrias USBP checkpoint, Brooks County, Texas, USA","EXCLUSIVE: Eight Migrants Found Dead in January in Texas County 80 Miles from Border","27.025788, -98.167336","US-Mexico border crossing",https://archive.ph/fgdGh,"Northern America",1
2022.MMP00082,2022.MMP00082,Mediterranean,"Mon, 02/07/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Remains washed ashore Jadda'im beach 8KM east of Marsa Deela, Libya","LRC via IOM Libya","32.78363821, 12.78293564","Central Mediterranean",https://archive.vn/dykZ7,Uncategorized,4
2022.MMP00083,2022.MMP00083,Mediterranean,"Mon, 02/07/2022 - 12:00",2022,February,2,,2,,,2,,Drowning,"Remains washed ashore at Zuwetina, 150KM West of Benghazi, Libya","IOM Libya","30.96719517, 20.11736153","Central Mediterranean",,Uncategorized,4
2022.MMP00084,2022.MMP00084,"Northern Africa","Mon, 02/07/2022 - 12:00",2022,February,,4,4,53,1,3,,Drowning,"75 nautical miles south-west of Boujdour, Western Sahara","Alarm Phone","25.715333, -15.8775","Western Africa / Atlantic route to the Canary Islands",https://archive.ph/Q9n9l,Uncategorized,4
2022.MMP00085,2022.MMP00085,Europe,"Tue, 01/25/2022 - 12:00",2022,January,2,,2,,,2,,"Vehicle accident / death linked to hazardous transport","Next to railway track in the village of Tabanovce, Kumanovo, North Macedonia","North Macedonian Sector of Internal Affairs (SIA) Kumanovo, IOM North Macedonia","42.22988914, 21.69801039","Western Balkans",https://archive.ph/29e5J,"Southern Europe",5
2022.MMP00086,2022.MMP00086,Mediterranean,"Thu, 02/10/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Remains recovered off the coast of Ilıca, Çeşme/İzmir, Turkey","Turkish Coast Guard via IOM Turkey","38.31746563, 26.36375539","Eastern Mediterranean",,Uncategorized,5
2022.MMP00087,2022.MMP00087,Mediterranean,"Sun, 02/13/2022 - 12:00",2022,February,1,,1,,1,,,Drowning,"Remains washed ashore plage Targha, Chefchaouen, Morocco","Al Maghrib Today, Tanja News","35.37581957, -4.976420298","Western Mediterranean","https://archive.vn/Gpr9E, https://archive.vn/MFqdO",Uncategorized,3
2022.MMP00088,2022.MMP00088,"South America","Sat, 01/29/2022 - 12:00",2022,January,1,,1,,,,1,"Harsh environmental conditions / lack of adequate shelter, food, water","Desaguadero City, Perú","El Tiempo, La Prensa de Lara","-16.56481342, -69.03785951",,"https://archive.ph/lGwUC, https://archive.ph/wpR5U","South America",3
2022.MMP00090,2022.MMP00090,"Central America","Tue, 02/08/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Sapóa River, at the Costa Rica-Nicaragua border near Rivas, Nicaragua.","Radio Corporacion(Nicaragua), Reporte Confidencial,Nuevo Día,RCP Noticias(FB)","11.22186887, -85.60974152",,"https://archive.ph/mAiqc, https://archive.ph/QGZWG, https://archive.ph/TOYYL, https://bit.ly/33fnX12","Central America",3
2022.MMP00091,2022.MMP00091,"North America","Sun, 02/06/2022 - 12:00",2022,February,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Under an Elm Creek bridge, Maverick County, Texas, USA",Zócalo,"28.75465961, -100.5020839","US-Mexico border crossing","https://archive.ph/nLQV0, https://archive.ph/c2vKI","Northern America",3
2022.MMP00092,2022.MMP00092,"Central America","Sun, 02/06/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Rio Bravo in Acuña, Coahuila,Mexico",Zócalo,"29.3304148, -100.9348289","US-Mexico border crossing",https://archive.ph/c2vKI,"Central America",1
2022.MMP00093,2022.MMP00093,"South America","Thu, 02/03/2022 - 12:00",2022,February,6,,6,,,,2,"Vehicle accident / death linked to hazardous transport","At ""El Placer"" before arriving at the toll booth via Pasto-Rumichaca, Nariño, Colombia","La Piragua, El Colombiano, La Patilla, Noticias Caracol, El Espectador","1.064398031, -77.428354",,"https://archive.ph/4I5HH, https://archive.ph/BfXkS, https://archive.ph/dHWWU, https://archive.ph/fNgYi, https://archive.ph/r018J","South America",3
2022.MMP00094,2022.MMP00094,Europe,"Mon, 02/14/2022 - 12:00",2022,February,1,,1,,,,,"Vehicle accident / death linked to hazardous transport","On the Rijeka-Zagreb motorway, near Fuzine, Croatia","Ministry of Interior Police Directorate Rijeka-Gorski Kotar County, Total Croatia News","45.341107, 14.675023","Western Balkans","https://archive.ph/vve9p, https://archive.ph/yCw5M","Southern Europe",5
2022.MMP00095,2022.MMP00095,Mediterranean,"Mon, 02/14/2022 - 12:00",2022,February,1,,1,333,,1,,"Vehicle accident / death linked to hazardous transport","22 nautical milesoff the coast of Anamur, Mersin, Turkey","Turkish Coast Guard, Baladi-News","35.68787673, 32.837824","Eastern Mediterranean","https://archive.ph/xdB4x, https://archive.vn/wZPRC",Uncategorized,5
2022.MMP00096,2022.MMP00096105,Mediterranean,"Sun, 02/13/2022 - 12:00",2022,February,,3,3,18,,,,Drowning,"Unspecified location in the Central Mediterranean - departure from Sfax, Tunisia and survivors disembarked at Lampedusa, Italy","IOM Italy","35.06692874, 11.718865","Central Mediterranean",,Uncategorized,4
2022.MMP00096,2022.MMP00096106,Mediterranean,"Sun, 02/13/2022 - 12:00",2022,February,,2,2,,,,,Drowning,"Unspecified location in the Central Mediterranean - departure from Sfax, Tunisia and survivors disembarked at Lampedusa, Italy","IOM Italy","35.06692874, 11.718865","Central Mediterranean",,Uncategorized,4
2022.MMP00097,2022.MMP00097,Mediterranean,"Thu, 02/17/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Remains washed ashore at Alzawyia Almutrd, Libya","IOM Libya","32.79428489, 12.616217","Central Mediterranean",,Uncategorized,4
2022.MMP00098,2022.MMP00098,Mediterranean,"Thu, 02/17/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Remains washed ashore at Surman, Libya","IOM Libya","32.79628545, 12.563999","Central Mediterranean",,Uncategorized,4
2022.MMP00099,2022.MMP00099,Mediterranean,"Fri, 02/18/2022 - 12:00",2022,February,1,,1,94,,,,Violence,"35nm off Sabratah - disembarkation at Mesfat Alzawyia, Libya","IOM Libya","33.46049899, 12.58501","Central Mediterranean",https://archive.vn/KfTq3,Uncategorized,4
2022.MMP00100,2022.MMP00100,Mediterranean,"Sun, 02/20/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Remains washed ashore at Tripoli port, Libya","IOM Libya","32.90672432, 13.18325823","Central Mediterranean",,Uncategorized,4
2022.MMP00101,2022.MMP00101,Europe,"Sat, 02/19/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Southern port of Patras, Greece in attempt to reach Italy","Hellenic Coast Guard","38.22195507, 21.71892429",,https://archive.ph/s9aLm,"Southern Europe",5
2022.MMP00102,2022.MMP00102,"North America","Sat, 02/19/2022 - 12:00",2022,February,1,,1,5,,,,Violence,"Mountain near Skeleton Canyon, northeast of Douglas, Arizona, USA","Mexican Consulate, KVOA, Fox5Atlanta","31.58194394, -109.0848442","US-Mexico border crossing","https://archive.ph/jJsb1, https://archive.ph/OIzst, https://archive.ph/WbrN3","Northern America",5
2022.MMP00103,2022.MMP00103,Caribbean,"Sat, 02/19/2022 - 12:00",2022,February,2,,2,7,,,,Drowning,"22 nautical miles south of Catalina Island, Dominican Republic","HaitiLibre, Diario Libre, El Nacional","18.07044873, -69.00332478","Haiti to Dominican Republic",,Caribbean,3
2022.MMP00104,2022.MMP00104,Caribbean,"Mon, 02/07/2022 - 12:00",2022,February,1,,1,9,1,,,Drowning,"Near Saona Island 23000,Dominican Republic","Armada de Républica Dominicana,Telenord,FV Digital","18.19131809, -68.780365","Dominican Republic to Puerto Rico","https://bit.ly/3uJ6k4Q, https://archive.ph/REQM3, https://archive.ph/qekCg",Uncategorized,5
2022.MMP00106,2022.MMP00106,"South America","Sat, 02/12/2022 - 12:00",2022,February,1,,1,,,1,,Violence,"In Barrio Cundinamarca, Cúcuta Norte de Santander, Colombia (in transit to Ecuador)","El Nacional,Diario La Nacion,Noticias por el Mundo.","7.885807482, -72.520631",,"https://archive.ph/AvbHr, https://archive.ph/XNiRx, https://archive.ph/cXbjt","South America",3
2022.MMP00107,2022.MMP00107,"South America","Tue, 02/15/2022 - 12:00",2022,February,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Near Complejo Fronterizo Integrado, Colchane, Tarapacá Region, Chile","ADN Radio Chile,El Comercio,Infobae","-19.27868575, -68.627236",,"https://archive.ph/OVEbP, https://archive.ph/ZEZm7, https://archive.ph/KKZ83","South America",5
2022.MMP00108,2022.MMP00108,"South America","Mon, 02/07/2022 - 12:00",2022,February,8,,8,,,8,,Drowning,"Near Curiapo 6401, Delta del Amacuro, Venezuela en route to Guyana","Rocio San Miguel Venezuelan Observatory for National Security and Defense/ Kapé Kapé NGO,El Nacional, Reporte Confidencial,El Estimulo","8.579565776, -60.993585",,"https://bit.ly/3JvA9tZ, https://archive.ph/Q0Ydd, https://archive.ph/IFF7F, https://archive.ph/hZGHC","South America",5
2022.MMP00109,2022.MMP00109,"South America","Thu, 02/03/2022 - 12:00",2022,February,2,,2,,,1,1,"Vehicle accident / death linked to hazardous transport","Intersection of the Pan-American Highway in Ipiales, Department of Nariño, Colombia, 3 km from the Colombian-Ecuadorian border. Final destination Peru.","Radio Fé y Alegria,Tips Femeninos","0.818689912, -77.657566",,"https://archive.ph/tMLgZ, https://archive.ph/nLifh","South America",3
2022.MMP00110,2022.MMP00110,"North America","Wed, 02/02/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Yuma Regional Medical Center, Yuma, Arizona 85364, USA. Hospitalized on 26 Jan, 1 day of apprehension & detention by USBP","US Border Patrol, Hola News","32.68231734, -114.63488","US-Mexico border crossing","https://archive.ph/5vVJS, https://archive.ph/EPWjP","Northern America",5
2022.MMP00111,2022.MMP00111,"Central America","Wed, 02/16/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Río Bravo, at Norzagaray Boulevard and Orquídeas Street, Ciudad Juarez, Chihuahua, Mexico","El Fronterizo, Puente Libre, El Heraldo de Juarez","31.76085025, -106.510185","US-Mexico border crossing","https://archive.ph/n4vyB, https://archive.ph/1zabk, https://archive.ph/enPn0","Central America",3
2022.MMP00112,2022.MMP00112,"Southern Asia","Wed, 02/09/2022 - 12:00",2022,February,1,,1,,,1,1,Violence,"Isfahan, Iran",Dailyhunt,"33.72109176, 52.4748","Afghanistan to Iran",https://archive.ph/a6nGv,"Southern Asia",1
2022.MMP00113,2022.MMP00113,"Northern Africa","Wed, 02/23/2022 - 12:00",2022,February,3,10,13,47,,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Off Imtlan,Oued Ed-Dahab, Western Sahara - persumed to have stayed 4 days at sea","Annahar, Dakhla Mobachir, Alyaoum 24, Nokhab Sahara, SA TV.MA","23.65629073, -15.984657","Western Africa / Atlantic route to the Canary Islands","https://archive.vn/0XHKu, https://archive.vn/0n04S, https://archive.ph/HRBau, https://archive.vn/ofGBk, https://archive.ph/00phI",Uncategorized,3
2022.MMP00114,2022.MMP00114,Mediterranean,"Thu, 02/24/2022 - 12:00",2022,February,1,,1,,,,,Drowning,"Remains washed ashore Celine beach, Al Khums, Libya","LRC via IOM Libya","32.70458183, 14.188516","Central Mediterranean",https://archive.vn/KhGlQ,Uncategorized,4
2022.MMP00115,2022.MMP00115,Europe,"Sun, 02/27/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","At the Moldova-Ukraine Palanca border crossing",PUBLIKA,"46.41208695, 30.12598747","Ukraine to Europe",https://archive.ph/yKjTq,"Eastern Europe",1
2022.MMP00116,2022.MMP00116,Mediterranean,"Sun, 02/27/2022 - 12:00",2022,February,1,49,50,,,,1,Drowning,"Capsized boat found 40 NM off Sabratah, Libya - embarkation from Sabratah port on 27 Feb at 02:00","IOM Libya","33.47359129, 12.696152","Central Mediterranean",,Uncategorized,4
2022.MMP00117,2022.MMP00117132,Mediterranean,"Tue, 03/01/2022 - 12:00",2022,March,6,,6,,3,3,,Drowning,"Remains washed ashore near Mytilene, Lesbos, Greece","IOM Greece, Hellenic Coast Guard, NewsIT","39.2958452, 26.406309","Eastern Mediterranean","https://archive.ph/eVfLi, https://archive.vn/Sv6rD",Uncategorized,5
2022.MMP00117,2022.MMP00117133,Mediterranean,"Tue, 03/01/2022 - 12:00",2022,March,1,,1,,,1,,Drowning,"Remains washed ashore near Mytilene, Lesbos, Greece","IOM Greece, Hellenic Coast Guard, NewsIT","39.2958452, 26.406309","Eastern Mediterranean","https://archive.ph/eVfLi, https://archive.vn/Sv6rD",Uncategorized,5
2022.MMP00118,2022.MMP00118,Mediterranean,"Mon, 02/28/2022 - 12:00",2022,February,9,11,20,9,3,5,1,Drowning,"18 KM Southeast Chebba, Mahdia, Tunisia - embarkation from Sfax night between 27-28 Feb","Tunisian Ministry of Defense, FTDES","35.1548911, 11.304304","Central Mediterranean","https://archive.vn/TK718, https://archive.ph/TjT4p",Uncategorized,5
2022.MMP00119,2022.MMP00119,Europe,"Mon, 02/28/2022 - 12:00",2022,February,1,,1,,,1,,Violence,"Unspecified location, about 95km south of Kyiv, Ukraine (heading towards the Ukraine-Moldova border)","Haaretz, Reuters, Algemeiner","49.78505023, 29.370763","Ukraine to Europe","https://archive.ph/aXcAL, https://archive.ph/NVZyh, https://archive.ph/GSTts","Eastern Europe",3
2022.MMP00120,2022.MMP00120,"Central America","Sun, 02/27/2022 - 12:00",2022,February,1,,1,,,1,,Violence,"At the train tracks in Tierra Blanca el Viejo, Veracruz, Mexico","Diario del Istmo","18.4399756, -96.354449",,https://archive.ph/dHEoa,"Central America",1
2022.MMP00121,2022.MMP00121,"Eastern Africa","Thu, 01/20/2022 - 12:00",2022,January,2,,2,14,,2,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Mersabate county, Kenya","Survivor testimony via IOM Kenya","2.383488899, 37.992706",,,"Eastern Africa",2
2022.MMP00122,2022.MMP00122,"Eastern Africa","Mon, 02/07/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","At Dewele point of entry from Djibouti to Ethiopia","Local authorities via IOM Ethiopia","11.034722, 42.631389",,,"Eastern Africa",5
2022.MMP00123,2022.MMP00123,"Central America","Sat, 02/12/2022 - 12:00",2022,February,,1,1,2,1,,,"Mixed or unknown","Near Puerto Obaldía, Comarca Guna Yala, Tapón del Darien, Panama","Reporte Confidencial","8.666635204, -77.419636","Darien Gap",https://archive.ph/lph0R,"Central America",4
2022.MMP00124,2022.MMP00124,Caribbean,"Sat, 02/19/2022 - 12:00",2022,February,4,,4,,1,3,,Drowning,"In the Moncion Dam, 5100, Dominican Republic","Defensa Civil Dominicana, El Nuevo Diario Dominicana, Las Calientes del Sur, El Caribe Dominicana","19.40283145, -71.128001",,"https://bit.ly/3BB7mBD, https://archive.ph/0WSDE, https://archive.ph/1ZxEl, https://archive.ph/6abG7, https://archive.ph/o6bNe",Caribbean,5
